state,state_abbr,year,relinquishment,violent,violenth,violentpartial,dealer,dealerh,residential,theft,ammlicense,ammrecords,permit,permith,registration,registrationh,defactoreg,defactoregh,ammpermit,age21handgunsale,age18longgunsale,age21longgunsale,age21handgunpossess,age18longgunpossess,age21longgunpossess,loststolen,amm18,amm21h,universal,universalh,gunshow,gunshowh,universalpermit,universalpermith,ammbackground,statechecks,statechecksh,waiting,waitingh,assault,onefeature,assaultlist,assaultregister,assaulttransfer,magazine,tenroundlimit,magazinepreowned,onepermonth,gvro,gvrolawenforcement,college,collegeconcealed,elementary,opencarryh,opencarryl,opencarrypermith,opencarrypermitl,permitconcealed,mayissue,nosyg,locked,liability,mcdv,mcdvsurrender,mcdvremovalallowed,mcdvremovalrequired,incidentremoval,incidentall,dvro,exparte,dvrosurrender,expartesurrender,dvroremoval,stalking,lawtotal,population,violent_crime,violent_rate,property_crime,property_rate,unemployment_rate,pcpi_nominal,pcpi_real_2024,ln_population,ln_pcpi_real_2024,homicide,homicide_rate,robbery,robbery_rate,rape,rape_rate,aggravated_assault,aggravated_assault_rate,burglary,burglary_rate,larceny,larceny_rate,motor_vehicle_theft,motor_vehicle_theft_rate,ownership_fss,firearm_suicide_rate,total_suicide_rate,firearm_homicide_rate,nonfirearm_homicide_rate,homicide_rate_kalesan,firearm_suicides,total_suicides,ownership_rand,ownership_rand_se
Colorado,CO,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3968967.0,15008.0,378.1336554322573,163189.0,4111.624006951935,3.633333333333333,29776.0,57301.83494095394,15.194016417293753,10.95608792559243,183,4.608410979602115,3238,81.54117350793251,1883,47.418786199949636,9704,244.37169478720725,31231,786.476957945102,115871,2917.9299924452275,16087,405.1120624527827,0.52700491,7.8538738476635315,14.902847580504401,2.731782208,1.780536618,4.512318826,322.0,611.0,0.409,0.036
Colorado,CO,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4056133.0,13811.0,340.496724343112,151002.0,3722.8069197928176,3.0083333333333333,31167.0,58691.53032816408,15.215740614642566,10.980050707980952,185,4.560994424985571,3056,75.34269709597787,1679,41.394106159733916,8891,219.1989266624147,26979,665.1409113064093,109228,2692.9097246071565,14795,364.7562838792515,0.538327526,7.356136992982127,13.664798168193336,2.880558499,1.85688895,4.737447449,309.0,574.0,0.43,0.036
Colorado,CO,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4326921.0,14367.0,332.03749271132983,156937.0,3626.990185399733,2.725,33872.0,61707.88927842036,15.280366761587151,11.0301670668478,134,3.11536547073056,3034,70.53745401639193,1774,41.24371899310458,9425,219.1217877733995,27133,630.815009830838,112843,2623.486461295885,16961,394.3262220079182,0.57096248,8.137148617579822,14.251634578789801,1.952915668,1.557682735,3.510598404,350.0,613.0,0.467,0.026
Colorado,CO,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4425687.0,15492.0,350.0473485811356,170887.0,3861.253631357121,3.8166666666666655,34812.0,61682.99691033185,15.302936078610765,11.02976359509725,158,3.5657953562963036,3555,80.23039551666682,1930,43.55686732691054,9849,222.27543331748285,28533,643.9420183620407,121360,2738.8919268361983,20994,473.79941588661137,0.540166205,8.910998997709797,16.496772503452494,2.239174107,1.622258792,3.861432899,390.0,722.0,0.371,0.021
Colorado,CO,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4490406.0,15882.0,353.6873948591731,180054.0,4009.748784408359,5.716666666666666,34405.0,60004.3667021868,15.317453678793091,11.0021726169258,179,3.976848962608955,3579,79.51476221886844,2066,45.900390819832964,10058,223.45892103866407,31678,703.7911812152317,125193,2781.4170512620276,23183,515.0574832411363,0.522696011,8.535554215297344,16.32986293295044,2.605590234,1.527414965,4.133005199,380.0,727.0,0.363,0.02
Colorado,CO,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4528732.0,15757.0,347.93403539887106,179706.0,3968.130593729106,6.116666666666667,34757.0,59256.56075452899,15.325952546576843,10.989631782901505,185,4.068050346191084,3738,82.19660645439068,1913,42.065839525748885,9921,218.15744586249596,32394,712.3266103487242,124496,2737.599977834623,22816,501.7115497226799,0.498626374,8.017990338211202,16.080156931729352,2.584310935,1.656609574,4.240920509,363.0,728.0,0.373,0.032
Colorado,CO,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4575013.0,17121.0,374.2284448153481,180322.0,3941.45328111636,5.566666666666666,35753.0,59370.86180863735,15.336120098217776,10.991558843053545,201,4.367836124003954,3739,81.2504441176656,1945,42.265876921331795,11236,244.16421238461905,33010,717.3247286237339,123308,2679.547944172535,24004,521.6195936347807,0.504391468,8.734057718742768,17.316029855318376,2.846173038,1.911933033,4.758106071,402.0,797.0,0.411,0.018
Colorado,CO,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4631888.0,18498.0,399.3619880273444,188449.0,4068.513746446373,5.083333333333333,37619.0,60435.360183509736,15.348475118322602,11.009329646125384,173,3.7098232044080417,3948,84.66116769365867,2026,43.44567521462828,12351,264.85564391701575,34746,745.0954743373516,127602,2736.3055521900287,26101,559.7115344407763,0.495,8.465112017620624,17.101236399233585,2.458302732,1.432228548,3.890531281,396.0,800.0,0.378,0.044
Colorado,CO,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4720423.0,18794.0,398.1422851299555,163439.0,3462.380384130829,4.25,39869.0,62050.68279737049,15.367408972190296,11.03570679455884,171,3.5974424077871374,3824,80.4480688150761,2158,45.399302432775684,12641,265.93724840255675,32411,681.8520811625083,110372,2321.970253989953,20656,434.5542127207667,0.508219178,7.804977387655134,15.35750267651819,2.18791819,1.619900967,3.807819157,371.0,730.0,0.399,0.035
Colorado,CO,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4803868.0,17101.0,355.9839695845098,145808.0,3035.2207845844223,3.6833333333333336,41760.0,63180.14946164389,15.384931984702094,11.053745440001329,155,3.188306525846367,3461,71.19179926422113,2075,42.68216800729814,11410,234.7004997413358,28633,588.9727790616711,100519,2067.6476365906515,16656,342.60924835159415,0.488286067,8.145608930549427,16.682042532009053,1.871844476,1.686717001,3.558561477,396.0,811.0,0.404,0.032
Colorado,CO,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4889730.0,17480.0,357.48395105660234,139340.0,2849.646094978659,4.841666666666667,42961.0,62608.69152719015,15.40264764520274,11.044659389737872,165,3.3404488267533914,3404,68.91447155314269,2151,43.547305614221486,11760,238.08289819769627,28054,567.9572811256947,97937,1982.7487075499812,13349,270.25243265655166,0.481942715,7.834870884567045,16.256850956866504,2.20672074,1.720837274,3.927558014,387.0,803.0,0.402,0.035
Colorado,CO,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4972195.0,17022.0,342.3437737256885,134196.0,2698.9287427383683,7.949999999999999,40258.0,58858.06358456037,15.419371950473597,10.98288412258099,159,3.1643377936565176,3371,67.0879415246297,2269,45.156493420167536,11223,223.35448464281194,26637,530.1161371674758,95079,1892.2142961199247,12480,248.37066455870027,0.482465462,9.035278983145025,18.72730731969046,2.14936152,1.711528618,3.860890138,454.0,941.0,0.411,0.032
Colorado,CO,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5047539.0,16339.0,323.7023032412429,135001.0,2674.590528176206,9.141666666666667,40827.0,58728.8159282269,15.434411355736604,10.980685787036752,129,2.5556234413668664,3164,62.68211293399043,2230,44.178606777117146,10816,214.2761483862328,26196,518.9698579073367,97534,1932.249432017643,11271,223.290169051519,0.493641618,8.490422723632168,17.1995682808942,1.928737715,1.491292047,3.420029762,427.0,865.0,0.384,0.028
Colorado,CO,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5121900.0,16085.0,314.04361662664246,132781.0,2592.416876549718,8.691666666666666,43735.0,60996.826999313846,15.449036021927435,11.018577125397858,155,3.0295318767344073,3299,64.48016555707618,2285,44.66116347314916,10346,202.216366430285,25725,502.80456470317813,96054,1877.4106766957855,11002,215.03812714730287,0.485213582,8.657761614885565,17.843197188240453,1.973891474,1.758913195,3.732804669,443.0,913.0,0.36,0.032
Colorado,CO,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5193660.0,15951.0,307.124455586234,139355.0,2683.1752559851816,7.991666666666667,45495.0,62162.73166600909,15.4629492089159,11.037510929796811,152,2.929014937590785,3392,65.36328071255225,2122,40.890590115576614,10285,198.1902541652712,26163,504.15669613281386,101091,1948.006901684145,12101,233.1842747354348,0.506653992,10.27453638323211,20.27919751437182,2.216832428,1.734912335,3.951744763,533.0,1052.0,0.414,0.026
Colorado,CO,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,20,5270774.0,16099.0,305.4390114241286,139974.0,2655.663096160071,6.7250000000000005,47088.0,63409.780231314006,15.477687778803547,11.057373390851671,174,3.300401397094053,3136,59.48309644417788,2963,56.20166287120506,9826,186.37783981520786,25075,475.6181898398471,102375,1941.830994410941,12524,237.55302929428694,0.485600794,9.281813510714041,19.114082219404988,2.012008655,1.48053467,3.492543325,489.0,1007.0,0.394,0.032
Colorado,CO,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,20,5352637.0,16487.0,308.0164038771917,135789.0,2536.8617374949954,4.95,50251.0,66593.35729956558,15.493099894634527,11.106360111307328,150,2.8008129079384,3037,56.707125342726144,3089,57.67807381747812,10211,190.66067068639333,23502,438.8313664157885,99688,1861.3829144437548,12599,235.24961218077266,0.497691597,10.06373199030745,20.220819564940573,1.90445392,1.400333765,3.304787685,539.0,1083.0,0.385,0.035
Colorado,CO,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,20,5454328.0,17348.0,318.0593466326191,144044.0,2640.911951023114,3.7,51401.0,68034.93841219878,15.51191997992664,11.12777665238752,173,3.174999940354047,3315,60.83887168944316,3328,61.07745549999,10532,193.2895917445597,23490,431.10259305732126,104532,1918.4340680062965,16022,294.04537019856963,0.494967978,9.9146460764575,20.0308838476304,2.510732925,1.264529721,3.775262646,541.0,1093.0,0.369,0.032
Colorado,CO,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,20,5543844.0,19030.0,343.2636271872008,152146.0,2744.4134430911117,3.1166666666666667,51312.0,67067.15436491885,15.528198680927842,11.1134497003559,189,3.417656626772909,3525,63.74200851520902,3635,65.73112083766944,11681,211.22564580600186,23825,430.82364620563266,108680,1965.2429745908983,19641,355.16504659495615,0.524828767,11.063893533939352,21.080958642155238,2.90585132,1.335608681,4.241460001,613.0,1168.0,0.379,0.028
Colorado,CO,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,20,5617421.0,20901.0,372.0746584598163,152032.0,2706.4377051319457,2.6166666666666667,54176.0,69332.74536793392,15.54138321974736,11.146672589709205,222,3.9530604344591485,3868,68.8758457679639,4021,71.60025228360468,12790,227.74613944474103,22618,402.74919327295953,107470,1913.672995005967,21944,390.74755934131326,0.50127011,10.557940802053947,21.062378525719108,2.853497514,1.801270306,4.65476782,592.0,1181.0,,
Colorado,CO,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,20,5697155.0,22851.0,401.0949324706805,154292.0,2708.2289318089465,3.025,57798.0,72206.94042401518,15.55547748539451,11.187291448017383,215,3.7777044102678357,3781,66.43488546615202,4328,76.0460683146009,14527,255.24982310679462,21757,382.2861156009177,110518,1941.880632623166,22017,386.8545023296137,0.514820593,11.587965651865206,22.508745402562415,3.300814458,1.316814279,4.617628737,660.0,1282.0,,
Colorado,CO,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,22,5758486.0,22149.0,384.6323495446546,150564.0,2614.6455856626203,2.6666666666666665,61278.0,75191.08943224057,15.566185150899466,11.227788011324702,229,3.9767397194331986,3716,64.53085064372823,4087,70.97351630272263,14117,245.15124287877057,20266,351.93278233202267,108575,1885.4782316046267,21723,377.234571725971,0.493140244,11.235104370125667,22.782777331692234,2.847847166,1.49338327,4.341230437,647.0,1312.0,,
Colorado,CO,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,22,5786873.0,24570.0,424.5816350211936,164582.0,2844.057576518441,6.791666666666667,64671.0,78372.507222652,15.571102634574713,11.269228471657822,294,5.062228389493362,3964,68.25399093861118,3652,62.88183019874067,16660,286.8596087379572,23246,400.26041204817244,110884,1909.2521521788503,30452,524.3366629824894,0.502304147,11.260875397036255,22.41844001061346,4.046339019,1.739064855,5.785403874,654.0,1302.0,,
Colorado,CO,2021,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,29,5814368.0,27916.0,480.1209692953732,182850.0,3144.7957886394533,5.508333333333333,71676.0,82977.25315859704,15.575842653591518,11.326321790887732,360,6.194830517180589,4328,74.47562910654885,4286,73.75289887954445,18942,325.9513323789853,24429,420.37087417834607,117067,2014.4728448743886,41354,711.6139477985723,0.53829,12.813818146292867,23.804462167072924,4.74713,1.58238,6.32951,745.0,1384.0,,
Colorado,CO,2022,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,29,5853355.0,29221.0,499.2179698651457,185350.0,3166.560032665027,3.0666666666666664,76544.0,82055.86065281757,15.582525559090817,11.315155521789665,372,6.369943728739028,4347,74.43587470115203,3822,65.44603476139937,20680,354.1140761030191,23289,398.78929972742804,115863,1983.9806189325002,46198,791.0716676889399,0.53442,11.810078218267678,22.099032035050808,5.19575,1.93132,7.12707,691.0,1293.0,,
Colorado,CO,2023,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,35,5912240.0,28633.0,484.3003666968865,172509.0,2917.8280989946284,3.283333333333333,79746.0,82100.18936144377,15.592535336185392,11.315695601910988,318,5.3886075685535095,3857,65.3580484022355,3655,61.935096424726666,20803,352.5132177629518,21515,364.57827621832945,112076,1899.1622070855447,38918,659.477450795489,0.5559,12.217566216751825,21.978062944697808,4.42273,1.81315,6.23587,721.0,1297.0,,
Colorado,CO,2024,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,35,5988502.0,28378.0,473.87476868171706,154466.0,2579.3762780742163,4.125,82705.0,82705.0,15.605351855343091,11.323035338676322,270,4.53210771712195,3752,62.979511683857616,3474,58.313119293635765,20882,350.51656795903915,20734,348.0323015066908,104507,1754.2110414565323,29225,490.55869641810744,,,,,,,,,,
Connecticut,CT,1979,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3095917.0,12902.0,416.74243850852594,167131.0,5398.432839123271,5.125,10909.0,47147.64592652125,14.945594704546863,10.761039359487969,131,4.20545746388443,6021,193.29052969502408,752,24.141252006420544,5998,192.55216693418942,48229,1548.2825040128412,96997,3113.8683788121994,21905,703.2102728731942,0.399253731,3.451624816898562,8.645191130175837,2.548395893,1.741941496,4.290337389,107.0,268.0,,
Connecticut,CT,1980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3113174.0,12768.0,410.12805580414073,169283.0,5437.633746138185,5.733333333333333,12371.0,47106.13012138377,14.9511533424971,10.760158422732683,146,4.716944557162907,6749,218.04560833077025,670,21.646252419857174,5203,168.09768856793562,52638,1700.620052054391,95631,3089.6309927811362,21014,678.9169378371323,0.347826087,3.0892245274130063,8.881520516312392,3.217942216,2.188200707,5.406142923,96.0,276.0,0.256,0.031
Connecticut,CT,1981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3128836.0,14033.0,448.5054505892926,168790.0,5394.657949473862,6.125,13800.0,47606.68658357771,14.956171608365942,10.77072850479881,168,5.363984674329502,7709,246.13665389527458,687,21.93486590038314,5469,174.6168582375479,52990,1691.8901660280972,96927,3094.7318007662834,18873,602.5862068965517,0.384615385,3.6793759778341593,9.566377542368814,2.847517061,1.823690702,4.671207763,115.0,299.0,0.298,0.047
Connecticut,CT,1982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3139013.0,12597.0,401.3044864739331,158532.0,5050.377300125868,6.833333333333333,14852.0,48263.58948204419,14.959418977261835,10.784432714408233,164,5.20139549635268,6574,208.49984142086902,692,21.947351728512526,5167,163.8756739613067,44481,1410.7516650808752,96640,3065.0174437044084,17411,552.2042499207104,0.481327801,3.690173069116941,7.666652669458473,2.735817965,2.544946944,5.280764909,116.0,241.0,0.315,0.036
Connecticut,CT,1983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3162354.0,11767.0,372.0962295808755,144437.0,4567.388723716574,5.9750000000000005,15797.0,49762.24206359833,14.966827244944325,10.8150117839462,129,4.1108986615678775,6296,200.63734862970045,627,19.980879541108987,4715,150.25493945188018,39988,1274.314850223072,89421,2849.61759082218,15028,478.90376035691526,0.423664122,3.511060473113817,8.287367963565947,2.340706982,2.024395228,4.36510221,111.0,262.0,0.3,0.038
Connecticut,CT,1984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3180014.0,12422.0,390.6272110751714,133573.0,4200.390312747051,4.65,17536.0,52928.26540089802,14.972396157262391,10.876692792746889,122,3.8681039949270772,6009,190.51997463538365,759,24.064679771718453,5532,175.39632213062777,35607,1128.9473684210527,84630,2683.259353202283,13336,422.8281547241598,0.391304348,3.3968758806715247,8.680905028382785,2.390394138,2.075868594,4.466262732,108.0,276.0,0.295,0.036
Connecticut,CT,1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3201131.0,12758.0,398.5466386723942,136572.0,4266.367105876017,4.45,18723.0,54585.230246282525,14.979014742825637,10.90751861682918,120,3.7807183364839316,6032,190.0441083805923,763,24.039067422810334,5843,184.08947700063013,36041,1135.5072463768117,86524,2726.0239445494644,14007,441.30434782608694,0.426056338,3.7843886773592845,8.882366812975512,2.064212006,1.751452611,3.815664617,121.0,284.0,0.254,0.031
Connecticut,CT,1986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3223740.0,13578.0,421.187812912952,140411.0,4355.531153256776,3.733333333333333,20007.0,57216.37213857024,14.98605273419537,10.954595362611766,148,4.640953276889307,6129,192.19190968955786,760,23.83192223267482,6541,205.11132016306053,38190,1197.5540921919096,87963,2758.3254938852306,14258,447.09940420194414,0.439344262,4.167573787826952,9.485895561844929,2.42590116,2.083786894,4.509688054,134.0,305.0,0.284,0.038
Connecticut,CT,1987,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3247291.0,13455.0,414.345372804593,146958.0,4525.556841071527,3.1666666666666665,21590.0,59610.47456359102,14.993331668258032,10.99558658532288,156,4.8582995951417,5720,178.13765182186236,800,24.914356898162566,6779,211.11803176580503,39120,1218.3120523201494,90852,2829.3989411398315,16986,528.9940828402366,0.432885906,3.9897886154320075,9.216720987587118,2.876359234,2.041287199,4.917646433,129.0,298.0,0.3,0.036
Connecticut,CT,1988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3271953.0,14759.0,451.0761615463303,150455.0,4598.323997930288,2.908333333333333,23717.0,62904.07456210809,15.000897612298427,11.049366219002394,174,5.368713360074051,6080,187.59642085775997,849,26.19561863622339,7656,236.22338784325822,39477,1218.0499845726627,91079,2810.212897253934,19899,613.9771675408825,0.436746988,4.459880758167426,10.211589046286797,3.567904607,1.906983497,5.474888103,145.0,332.0,0.261,0.031
