state_fips,state_abbr,state,year,synthetic_opioid_death_rate
33,NH,New Hampshire,2022,29.570822118974945
33,NH,New Hampshire,2023,26.328369710245234
33,NH,New Hampshire,2024,15.7612469276218
34,NJ,New Jersey,1999,0.0
34,NJ,New Jersey,2000,0.0
34,NJ,New Jersey,2001,0.0
34,NJ,New Jersey,2002,0.0
34,NJ,New Jersey,2003,0.0
34,NJ,New Jersey,2004,0.0
34,NJ,New Jersey,2005,0.0
34,NJ,New Jersey,2006,0.0
34,NJ,New Jersey,2007,0.0
34,NJ,New Jersey,2008,0.0
34,NJ,New Jersey,2009,0.0
34,NJ,New Jersey,2010,0.0
34,NJ,New Jersey,2011,0.0
34,NJ,New Jersey,2012,0.0
34,NJ,New Jersey,2013,0.0
34,NJ,New Jersey,2014,0.0
34,NJ,New Jersey,2015,
34,NJ,New Jersey,2016,
34,NJ,New Jersey,2017,
34,NJ,New Jersey,2018,25.191948023612955
34,NJ,New Jersey,2019,25.069568333299966
34,NJ,New Jersey,2020,25.18748767592948
34,NJ,New Jersey,2021,27.01125094682366
34,NJ,New Jersey,2022,27.370294379614904
34,NJ,New Jersey,2023,23.9693932561069
34,NJ,New Jersey,2024,15.799958638190837
35,NM,New Mexico,1999,0.0
35,NM,New Mexico,2000,0.0
35,NM,New Mexico,2001,0.0
35,NM,New Mexico,2002,0.0
35,NM,New Mexico,2003,0.0
35,NM,New Mexico,2004,0.0
35,NM,New Mexico,2005,0.0
35,NM,New Mexico,2006,0.0
35,NM,New Mexico,2007,0.0
35,NM,New Mexico,2008,0.0
35,NM,New Mexico,2009,0.0
35,NM,New Mexico,2010,0.0
35,NM,New Mexico,2011,0.0
35,NM,New Mexico,2012,0.0
35,NM,New Mexico,2013,0.0
35,NM,New Mexico,2014,0.0
35,NM,New Mexico,2015,2.009501112641628
35,NM,New Mexico,2016,3.7275005913823054
35,NM,New Mexico,2017,3.6314221222413137
35,NM,New Mexico,2018,5.01491579239968
35,NM,New Mexico,2019,7.525121044905922
35,NM,New Mexico,2020,15.152616587819562
35,NM,New Mexico,2021,28.10182779955604
35,NM,New Mexico,2022,30.62201500431406
35,NM,New Mexico,2023,31.141638304970066
35,NM,New Mexico,2024,20.359474020276718
36,NY,New York,1999,0.0
36,NY,New York,2000,0.0
36,NY,New York,2001,0.0
36,NY,New York,2002,0.0
36,NY,New York,2003,0.0
36,NY,New York,2004,0.0
36,NY,New York,2005,0.0
36,NY,New York,2006,0.0
36,NY,New York,2007,0.0
36,NY,New York,2008,0.0
36,NY,New York,2009,0.0
36,NY,New York,2010,0.0
36,NY,New York,2011,0.0
36,NY,New York,2012,0.0
36,NY,New York,2013,0.0
36,NY,New York,2014,0.0
36,NY,New York,2015,3.499968281537449
36,NY,New York,2016,8.84582100651795
36,NY,New York,2017,11.886383323664484
36,NY,New York,2018,11.60452633833498
36,NY,New York,2019,12.56735105980636
36,NY,New York,2020,19.128068206248383
36,NY,New York,2021,23.78078122664365
36,NY,New York,2022,26.226314834988543
36,NY,New York,2023,25.93176584712145
36,NY,New York,2024,16.163853174617262
37,NC,North Carolina,1999,0.0
37,NC,North Carolina,2000,0.0
37,NC,North Carolina,2001,0.0
37,NC,North Carolina,2002,0.0
37,NC,North Carolina,2003,0.0
37,NC,North Carolina,2004,0.0
37,NC,North Carolina,2005,0.0
37,NC,North Carolina,2006,0.0
37,NC,North Carolina,2007,0.0
37,NC,North Carolina,2008,0.0
37,NC,North Carolina,2009,0.0
37,NC,North Carolina,2010,0.0
37,NC,North Carolina,2011,0.0
37,NC,North Carolina,2012,0.0
37,NC,North Carolina,2013,0.0
37,NC,North Carolina,2014,0.0
37,NC,North Carolina,2015,3.058616441328663
37,NC,North Carolina,2016,5.9339869050784495
37,NC,North Carolina,2017,12.797109468712673
37,NC,North Carolina,2018,12.616252851648456
37,NC,North Carolina,2019,13.483936974402614
37,NC,North Carolina,2020,22.69809759894892
37,NC,North Carolina,2021,29.7950793256128
37,NC,North Carolina,2022,31.82396629555208
37,NC,North Carolina,2023,
37,NC,North Carolina,2024,18.57572085423705
38,ND,North Dakota,1999,0.0
38,ND,North Dakota,2000,0.0
38,ND,North Dakota,2001,0.0
38,ND,North Dakota,2002,0.0
38,ND,North Dakota,2003,0.0
38,ND,North Dakota,2004,0.0
38,ND,North Dakota,2005,0.0
38,ND,North Dakota,2006,0.0
38,ND,North Dakota,2007,0.0
38,ND,North Dakota,2008,0.0
38,ND,North Dakota,2009,0.0
38,ND,North Dakota,2010,0.0
38,ND,North Dakota,2011,0.0
38,ND,North Dakota,2012,0.0
38,ND,North Dakota,2013,0.0
38,ND,North Dakota,2014,0.0
38,ND,North Dakota,2015,
38,ND,North Dakota,2016,
38,ND,North Dakota,2017,
38,ND,North Dakota,2018,
38,ND,North Dakota,2019,
38,ND,North Dakota,2020,
38,ND,North Dakota,2021,
38,ND,North Dakota,2022,
38,ND,North Dakota,2023,10.545427286737791
38,ND,North Dakota,2024,
39,OH,Ohio,1999,0.0
39,OH,Ohio,2000,0.0
39,OH,Ohio,2001,0.0
39,OH,Ohio,2002,0.0
39,OH,Ohio,2003,0.0
39,OH,Ohio,2004,0.0
39,OH,Ohio,2005,0.0
39,OH,Ohio,2006,0.0
39,OH,Ohio,2007,0.0
39,OH,Ohio,2008,0.0
39,OH,Ohio,2009,0.0
39,OH,Ohio,2010,0.0
39,OH,Ohio,2011,0.0
39,OH,Ohio,2012,0.0
39,OH,Ohio,2013,0.0
39,OH,Ohio,2014,0.0
39,OH,Ohio,2015,10.703547443000813
39,OH,Ohio,2016,19.802303424552793
39,OH,Ohio,2017,30.43107721041487
39,OH,Ohio,2018,24.124869915756435
39,OH,Ohio,2019,26.93111712753218
39,OH,Ohio,2020,34.97044632833198
39,OH,Ohio,2021,35.78642518609324
39,OH,Ohio,2022,33.973795043752844
39,OH,Ohio,2023,30.486797946206046
39,OH,Ohio,2024,17.570749457385073
40,OK,Oklahoma,1999,0.0
40,OK,Oklahoma,2000,0.0
40,OK,Oklahoma,2001,0.0
40,OK,Oklahoma,2002,0.0
40,OK,Oklahoma,2003,0.0
40,OK,Oklahoma,2004,0.0
40,OK,Oklahoma,2005,0.0
40,OK,Oklahoma,2006,0.0
40,OK,Oklahoma,2007,0.0
40,OK,Oklahoma,2008,0.0
40,OK,Oklahoma,2009,0.0
40,OK,Oklahoma,2010,0.0
40,OK,Oklahoma,2011,0.0
40,OK,Oklahoma,2012,0.0
40,OK,Oklahoma,2013,0.0
40,OK,Oklahoma,2014,0.0
40,OK,Oklahoma,2015,2.3526294981892426
40,OK,Oklahoma,2016,2.4184455606631428
40,OK,Oklahoma,2017,2.465933259135012
40,OK,Oklahoma,2018,1.8004365678303067
40,OK,Oklahoma,2019,1.7673750642567079
40,OK,Oklahoma,2020,3.505459816712368
40,OK,Oklahoma,2021,8.014506256323946
40,OK,Oklahoma,2022,15.626059696516581
40,OK,Oklahoma,2023,18.509785079734836
40,OK,Oklahoma,2024,12.567848076924015
41,OR,Oregon,1999,0.0
41,OR,Oregon,2000,0.0
41,OR,Oregon,2001,0.0
41,OR,Oregon,2002,0.0
41,OR,Oregon,2003,0.0
41,OR,Oregon,2004,0.0
41,OR,Oregon,2005,0.0
41,OR,Oregon,2006,0.0
41,OR,Oregon,2007,0.0
41,OR,Oregon,2008,0.0
41,OR,Oregon,2009,0.0
41,OR,Oregon,2010,0.0
41,OR,Oregon,2011,0.0
41,OR,Oregon,2012,0.0
41,OR,Oregon,2013,0.0
41,OR,Oregon,2014,0.0
41,OR,Oregon,2015,0.8211933581881189
41,OR,Oregon,2016,1.001643917541741
41,OR,Oregon,2017,2.0736412706695018
41,OR,Oregon,2018,2.2947084501204484
41,OR,Oregon,2019,1.968636536565882
41,OR,Oregon,2020,5.6320848799965315
41,OR,Oregon,2021,12.503845755191154
41,OR,Oregon,2022,20.23097699368153
41,OR,Oregon,2023,31.573558391790684
41,OR,Oregon,2024,23.468322687795816
42,PA,Pennsylvania,1999,0.0
42,PA,Pennsylvania,2000,0.0
42,PA,Pennsylvania,2001,0.0
42,PA,Pennsylvania,2002,0.0
42,PA,Pennsylvania,2003,0.0
42,PA,Pennsylvania,2004,0.0
42,PA,Pennsylvania,2005,0.0
42,PA,Pennsylvania,2006,0.0
42,PA,Pennsylvania,2007,0.0
42,PA,Pennsylvania,2008,0.0
42,PA,Pennsylvania,2009,0.0
42,PA,Pennsylvania,2010,0.0
42,PA,Pennsylvania,2011,0.0
42,PA,Pennsylvania,2012,0.0
42,PA,Pennsylvania,2013,0.0
42,PA,Pennsylvania,2014,0.0
42,PA,Pennsylvania,2015,
42,PA,Pennsylvania,2016,
42,PA,Pennsylvania,2017,
42,PA,Pennsylvania,2018,
42,PA,Pennsylvania,2019,
42,PA,Pennsylvania,2020,
42,PA,Pennsylvania,2021,
42,PA,Pennsylvania,2022,
42,PA,Pennsylvania,2023,
42,PA,Pennsylvania,2024,
44,RI,Rhode Island,1999,0.0
44,RI,Rhode Island,2000,0.0
44,RI,Rhode Island,2001,0.0
44,RI,Rhode Island,2002,0.0
44,RI,Rhode Island,2003,0.0
44,RI,Rhode Island,2004,0.0
44,RI,Rhode Island,2005,0.0
44,RI,Rhode Island,2006,0.0
44,RI,Rhode Island,2007,0.0
44,RI,Rhode Island,2008,0.0
44,RI,Rhode Island,2009,0.0
44,RI,Rhode Island,2010,0.0
44,RI,Rhode Island,2011,0.0
44,RI,Rhode Island,2012,0.0
44,RI,Rhode Island,2013,0.0
44,RI,Rhode Island,2014,0.0
44,RI,Rhode Island,2015,13.624932111883401
44,RI,Rhode Island,2016,18.623276637903
44,RI,Rhode Island,2017,19.781288982863156
44,RI,Rhode Island,2018,21.33407845276956
44,RI,Rhode Island,2019,20.412830598077036
44,RI,Rhode Island,2020,26.539302335549802
44,RI,Rhode Island,2021,31.529614600580835
44,RI,Rhode Island,2022,30.047119346247523
44,RI,Rhode Island,2023,29.150468178313687
44,RI,Rhode Island,2024,18.641679011900955
45,SC,South Carolina,1999,0.0
45,SC,South Carolina,2000,0.0
45,SC,South Carolina,2001,0.0
45,SC,South Carolina,2002,0.0
45,SC,South Carolina,2003,0.0
45,SC,South Carolina,2004,0.0
45,SC,South Carolina,2005,0.0
45,SC,South Carolina,2006,0.0
45,SC,South Carolina,2007,0.0
45,SC,South Carolina,2008,0.0
45,SC,South Carolina,2009,0.0
45,SC,South Carolina,2010,0.0
45,SC,South Carolina,2011,0.0
45,SC,South Carolina,2012,0.0
45,SC,South Carolina,2013,0.0
45,SC,South Carolina,2014,0.0
45,SC,South Carolina,2015,3.1249961703478304
45,SC,South Carolina,2016,4.714860737319594
45,SC,South Carolina,2017,7.897194049374769
45,SC,South Carolina,2018,9.760979727407456
45,SC,South Carolina,2019,11.167764248496715
45,SC,South Carolina,2020,22.07719731441514
45,SC,South Carolina,2021,29.416600280381783
45,SC,South Carolina,2022,31.518501662993287
45,SC,South Carolina,2023,28.789800693700634
45,SC,South Carolina,2024,16.938915719969486
46,SD,South Dakota,1999,0.0
46,SD,South Dakota,2000,0.0
46,SD,South Dakota,2001,0.0
46,SD,South Dakota,2002,0.0
46,SD,South Dakota,2003,0.0
46,SD,South Dakota,2004,0.0
46,SD,South Dakota,2005,0.0
46,SD,South Dakota,2006,0.0
46,SD,South Dakota,2007,0.0
46,SD,South Dakota,2008,0.0
46,SD,South Dakota,2009,0.0
46,SD,South Dakota,2010,0.0
46,SD,South Dakota,2011,0.0
46,SD,South Dakota,2012,0.0
46,SD,South Dakota,2013,0.0
46,SD,South Dakota,2014,0.0
46,SD,South Dakota,2015,
46,SD,South Dakota,2016,1.2736006891337548
46,SD,South Dakota,2017,1.4878704225094195
46,SD,South Dakota,2018,1.5920198866026978
46,SD,South Dakota,2019,2.8180857983129814
46,SD,South Dakota,2020,2.8159241637831602
46,SD,South Dakota,2021,3.570221230989967
46,SD,South Dakota,2022,3.079779487788674
46,SD,South Dakota,2023,3.4868301336218686
46,SD,South Dakota,2024,2.5886895837602872
47,TN,Tennessee,1999,0.0
47,TN,Tennessee,2000,0.0
47,TN,Tennessee,2001,0.0
47,TN,Tennessee,2002,0.0
47,TN,Tennessee,2003,0.0
47,TN,Tennessee,2004,0.0
47,TN,Tennessee,2005,0.0
47,TN,Tennessee,2006,0.0
47,TN,Tennessee,2007,0.0
47,TN,Tennessee,2008,0.0
47,TN,Tennessee,2009,0.0
47,TN,Tennessee,2010,0.0
47,TN,Tennessee,2011,0.0
47,TN,Tennessee,2012,0.0
47,TN,Tennessee,2013,0.0
47,TN,Tennessee,2014,0.0
47,TN,Tennessee,2015,3.851195856962341
47,TN,Tennessee,2016,5.968778627021548
47,TN,Tennessee,2017,9.114266090104945
47,TN,Tennessee,2018,12.643511975190979
47,TN,Tennessee,2019,17.246617108263518
47,TN,Tennessee,2020,30.991365721788476
47,TN,Tennessee,2021,41.224760061705084
47,TN,Tennessee,2022,40.6465793376349
47,TN,Tennessee,2023,40.025001995658066
47,TN,Tennessee,2024,23.49926378626923
48,TX,Texas,1999,0.0
48,TX,Texas,2000,0.0
48,TX,Texas,2001,0.0
48,TX,Texas,2002,0.0
48,TX,Texas,2003,0.0
48,TX,Texas,2004,0.0
48,TX,Texas,2005,0.0
48,TX,Texas,2006,0.0
48,TX,Texas,2007,0.0
48,TX,Texas,2008,0.0
48,TX,Texas,2009,0.0
48,TX,Texas,2010,0.0
48,TX,Texas,2011,0.0
48,TX,Texas,2012,0.0
48,TX,Texas,2013,0.0
48,TX,Texas,2014,0.0
48,TX,Texas,2015,
48,TX,Texas,2016,
48,TX,Texas,2017,
48,TX,Texas,2018,
48,TX,Texas,2019,1.3074919565095746
48,TX,Texas,2020,3.4817828027633317
48,TX,Texas,2021,6.167856594087947
48,TX,Texas,2022,8.118068389795578
48,TX,Texas,2023,8.30098472140284
48,TX,Texas,2024,5.9740898836466965
49,UT,Utah,1999,0.0
49,UT,Utah,2000,0.0
49,UT,Utah,2001,0.0
49,UT,Utah,2002,0.0
49,UT,Utah,2003,0.0
49,UT,Utah,2004,0.0
49,UT,Utah,2005,0.0
49,UT,Utah,2006,0.0
49,UT,Utah,2007,0.0
49,UT,Utah,2008,0.0
49,UT,Utah,2009,0.0
49,UT,Utah,2010,0.0
49,UT,Utah,2011,0.0
49,UT,Utah,2012,0.0
49,UT,Utah,2013,0.0
49,UT,Utah,2014,0.0
49,UT,Utah,2015,2.178557232039136
49,UT,Utah,2016,2.792157388327665
49,UT,Utah,2017,2.8999142914220535
49,UT,Utah,2018,2.6940056472697207
49,UT,Utah,2019,2.9343977913349732
49,UT,Utah,2020,4.689446005901393
49,UT,Utah,2021,5.928367357570974
49,UT,Utah,2022,6.275913926282468
49,UT,Utah,2023,9.712230945835033
49,UT,Utah,2024,8.6497707810743
50,VT,Vermont,1999,0.0
50,VT,Vermont,2000,0.0
50,VT,Vermont,2001,0.0
50,VT,Vermont,2002,0.0
50,VT,Vermont,2003,0.0
50,VT,Vermont,2004,0.0
50,VT,Vermont,2005,0.0
50,VT,Vermont,2006,0.0
50,VT,Vermont,2007,0.0
50,VT,Vermont,2008,0.0
50,VT,Vermont,2009,0.0
50,VT,Vermont,2010,0.0
50,VT,Vermont,2011,0.0
50,VT,Vermont,2012,0.0
50,VT,Vermont,2013,0.0
50,VT,Vermont,2014,0.0
50,VT,Vermont,2015,5.273165976893945
50,VT,Vermont,2016,8.969098253268115
50,VT,Vermont,2017,11.67753370488153
50,VT,Vermont,2018,15.36486759005253
50,VT,Vermont,2019,14.10152456709922
50,VT,Vermont,2020,20.685418335368176
50,VT,Vermont,2021,31.982052969695847
50,VT,Vermont,2022,33.662027071681585
50,VT,Vermont,2023,32.57570377415002
50,VT,Vermont,2024,25.521212768030736
51,VA,Virginia,1999,0.0
51,VA,Virginia,2000,0.0
51,VA,Virginia,2001,0.0
51,VA,Virginia,2002,0.0
51,VA,Virginia,2003,0.0
51,VA,Virginia,2004,0.0
51,VA,Virginia,2005,0.0
51,VA,Virginia,2006,0.0
51,VA,Virginia,2007,0.0
51,VA,Virginia,2008,0.0
51,VA,Virginia,2009,0.0
51,VA,Virginia,2010,0.0
51,VA,Virginia,2011,0.0
51,VA,Virginia,2012,0.0
51,VA,Virginia,2013,0.0
51,VA,Virginia,2014,0.0
51,VA,Virginia,2015,3.1192846727314643
51,VA,Virginia,2016,7.721869200801982
51,VA,Virginia,2017,9.40855819925154
51,VA,Virginia,2018,9.928421369252677
51,VA,Virginia,2019,11.336222784592366
51,VA,Virginia,2020,18.987408453773128
51,VA,Virginia,2021,23.637394288480365
51,VA,Virginia,2022,22.716177489373965
51,VA,Virginia,2023,22.056716682504902
51,VA,Virginia,2024,12.063981735313066
53,WA,Washington,1999,0.0
53,WA,Washington,2000,0.0
53,WA,Washington,2001,0.0
53,WA,Washington,2002,0.0
53,WA,Washington,2003,0.0
53,WA,Washington,2004,0.0
53,WA,Washington,2005,0.0
53,WA,Washington,2006,0.0
53,WA,Washington,2007,0.0
53,WA,Washington,2008,0.0
53,WA,Washington,2009,0.0
53,WA,Washington,2010,0.0
53,WA,Washington,2011,0.0
53,WA,Washington,2012,0.0
53,WA,Washington,2013,0.0
53,WA,Washington,2014,0.0
53,WA,Washington,2015,0.9068982447612325
53,WA,Washington,2016,1.2876781122529286
53,WA,Washington,2017,1.8443848108314125
53,WA,Washington,2018,2.936177466286106
53,WA,Washington,2019,4.307840374550961
53,WA,Washington,2020,8.55462770415535
53,WA,Washington,2021,15.688925916762694
53,WA,Washington,2022,24.38733718017144
53,WA,Washington,2023,34.27883992853366
53,WA,Washington,2024,29.541024309160065
54,WV,West Virginia,1999,0.0
54,WV,West Virginia,2000,0.0
54,WV,West Virginia,2001,0.0
54,WV,West Virginia,2002,0.0
54,WV,West Virginia,2003,0.0
54,WV,West Virginia,2004,0.0
54,WV,West Virginia,2005,0.0
54,WV,West Virginia,2006,0.0
54,WV,West Virginia,2007,0.0
54,WV,West Virginia,2008,0.0
54,WV,West Virginia,2009,0.0
54,WV,West Virginia,2010,0.0
54,WV,West Virginia,2011,0.0
54,WV,West Virginia,2012,0.0
54,WV,West Virginia,2013,0.0
54,WV,West Virginia,2014,0.0
54,WV,West Virginia,2015,12.260406698305028
54,WV,West Virginia,2016,23.793476985541098
54,WV,West Virginia,2017,36.45495119270373
54,WV,West Virginia,2018,33.33420083468396
54,WV,West Virginia,2019,33.75549989054529
54,WV,West Virginia,2020,59.77663297370609
54,WV,West Virginia,2021,67.64016997392382
54,WV,West Virginia,2022,64.48692589584122
54,WV,West Virginia,2023,66.8912948663191
54,WV,West Virginia,2024,33.438912030200264
55,WI,Wisconsin,1999,0.0
55,WI,Wisconsin,2000,0.0
55,WI,Wisconsin,2001,0.0
55,WI,Wisconsin,2002,0.0
55,WI,Wisconsin,2003,0.0
55,WI,Wisconsin,2004,0.0
55,WI,Wisconsin,2005,0.0
55,WI,Wisconsin,2006,0.0
55,WI,Wisconsin,2007,0.0
55,WI,Wisconsin,2008,0.0
55,WI,Wisconsin,2009,0.0
55,WI,Wisconsin,2010,0.0
55,WI,Wisconsin,2011,0.0
55,WI,Wisconsin,2012,0.0
55,WI,Wisconsin,2013,0.0
55,WI,Wisconsin,2014,0.0
55,WI,Wisconsin,2015,
55,WI,Wisconsin,2016,4.986866187488853
55,WI,Wisconsin,2017,8.09577247047244
55,WI,Wisconsin,2018,8.641288247383212
55,WI,Wisconsin,2019,11.296949943695521
55,WI,Wisconsin,2020,18.245418170232128
55,WI,Wisconsin,2021,22.134846436527734
55,WI,Wisconsin,2022,22.376662411543577
55,WI,Wisconsin,2023,21.870547269554073
55,WI,Wisconsin,2024,11.935201424569527
56,WY,Wyoming,1999,0.0
56,WY,Wyoming,2000,0.0
56,WY,Wyoming,2001,0.0
56,WY,Wyoming,2002,0.0
56,WY,Wyoming,2003,0.0
56,WY,Wyoming,2004,0.0
56,WY,Wyoming,2005,0.0
56,WY,Wyoming,2006,0.0
56,WY,Wyoming,2007,0.0
56,WY,Wyoming,2008,0.0
56,WY,Wyoming,2009,0.0
56,WY,Wyoming,2010,0.0
56,WY,Wyoming,2011,0.0
56,WY,Wyoming,2012,0.0
56,WY,Wyoming,2013,0.0
56,WY,Wyoming,2014,0.0
56,WY,Wyoming,2015,
56,WY,Wyoming,2016,
56,WY,Wyoming,2017,2.4138180739800754
56,WY,Wyoming,2018,
56,WY,Wyoming,2019,2.7580690758400044
56,WY,Wyoming,2020,4.673956885344375
56,WY,Wyoming,2021,6.210515783335807
56,WY,Wyoming,2022,9.970055454136025
56,WY,Wyoming,2023,9.236042458429257
56,WY,Wyoming,2024,5.454031040254158
